	1	4
4258	pepsico's snack business is coming in handy	b
4259	pfizer ponders next move after astrazeneca bid rejection	b
4260	facebook first-quarter revenue grows 72 percent on rising mobile ads	b
4261	josh hutcherson looks eerily defeated in new government propaganda teaser  ...	e
4262	lancet fish with fangs washes up on nags head beach, north carolina	t
4263	stress test: the indictment of timothy geithner	b
4264	update 1-ice says nyse ceo to leave earlier than expected	b
4265	us stocks-dow hits record; internet names advance	b
4266	korea's won touches one-week high as yellen backs us recovery	b
4267	apple updates iphone software to fix bugs, add features for cars	t
4268	record $27.6 million jadeite necklace sold at sotheby's	e
4269	gas prices fall over a penny in new hampshire	t
4270	facebook seeks to deliver web access via drones, satellites	t
4271	'mad men' review: dancing in the dark	e
4272	update 1-japan's dai-ichi life agrees to buy protective life for $5.7 bln	b
4273	national bank of greece said to plan eu2.1 bln capital increase	b
4274	"fitch cuts alcoa to ""junk"" status"	b
4275	shire rises on report allergan is preparing takeover offer (1)	b
4276	appreciating a mother's love	e
4277	holy fire easter ceremony draws orthodox christians to church of the holy  ...	e
4278	spanish bonds rise with italy's as month-high yield lures buyers	b
4279	jc penney gains as citigroup analyst upgrades chain to buy (1)	b
4280	home depot finally bids farewell to fax machines	b
4281	update 2-gm to battle vw in china with $12 bln investment and new plants	b
4282	the us gives up its control of the free-speech internet	t
4283	moody's cuts ratings on two puerto rico public corporations	b
4284	kim kardashian spends five hours at the office with kourtney	e
4285	how warren buffett would cash in on mobile home deregulation	b
4286	author of learning to walk in the dark	e
4287	morgan stanley will pay $490000 over cftc customer-fund claims	b
4288	update 2-gm ignition-switch recall poses first big test for new ceo	t
4289	russian oligarch dmitry rybolovlev's $4.5 billion divorce could be the most  ...	b
4290	jane fonda and lily tomlin get ditched by their husbands in new netflix series	e
4291	brent near 9-month top above $115 on iraq tensions	b
4292	dollar general's ceo to retire amid industry merger pressure	b
4293	update 2-north dakota aims to nearly double pipeline capacity -governor	b
4294	update 2-pfizer sales way off mark as company pursues astrazeneca	b
4295	bnp to pay $8.9 bln in sanctions case, holder says	b
4296	'this is unacceptable': michelle obama defends healthy school lunches from  ...	m
4297	us stock-index futures drop as us weighs iraq options	b
4298	update 2-china june hsbc flash pmi shows first expansion in 6 months as  ...	b
4299	europe reaches crunch point on banking union	b
4300	euro falls to 3-month low as german confidence drops; krona down	b
4301	could the patent wars soon be over? apple and google settle court battle and  ...	t
4302	precious-gold steady near 2-month high as safe-haven bids support	b
4303	exclusive: bnp may face one-year ban on processing some dollar payments  ...	b
4304	aig profit falls 27% to $1.61 billion as claims costs increase	b
4305	the first lady's office says she'll appear on the may 7 episode of the abc country  ...	e
4306	draghi warns stronger euro would compel ecb to ramp up stimulus	b
4307	kanye west's missing reflection in vogue selfie sparks internet speculation and  ...	e
4308	facebook is building a whole fleet of drones	t
4309	the trust gap: heartbleed, virus shield, and the growing challenge for android  ...	t
4310	refile-update 2-vodafone agrees 7.2 bln euro deal to buy spain's ono	b
4311	katherine heigl sues drug store chain duane reade for $6m	e
4312	mozilla hires anti-gay ceo	t
4313	the mink new 3-d make-up printer lets you create lipstick and eyeshadow at home	b
4314	egypt reports first case of mers virus	m
4315	guardians of the galaxy's new trailer shows chris pratt's comedic timing and  ...	e
4316	'i'm a size 24 but i'm healthy and happy - so why should i lose weight?' woman is  ...	m
4317	south korea yuan bank deposits set new record in may	b
4318	google rebuffed by us high court on privacy lawsuit	t
4319	tina fey opts for casual chic in jeans and leather jacket at broadway premiere of  ...	e
4320	managing michael jackson and more: a chat with ron weisner, plus william  ...	e
4321	update 2-'x-men' director bryan singer accused of drugging, raping teen	e
4322	s.africa stocks end lower after volatile session	b
4323	bowe bergdahl 'is gradually being provided media coverage' about his  ...	e
4324	'i love him very much': emma stone on andrew garfield	e
4325	us stocks fall as commodity shares lead drop on china	b
4326	with big obstacles ahead, tesla still isn't checking its rear view	b
4327	clearer protections for clean water	b
4328	singular gene could increase brain power and fight off dementia	m
4329	sprint matches t-mobile's prepaid plan amid merger push (1)	t
4330	us stocks-wall st to open flat, quarter set to end positive	b
4331	jamie lynn spears is reportedly married, weds jamie watson in new orleans	e
4332	tom cruise, laura prepon rumored to be dating even though they've  ...	e
4333	update 1-google to buy drone-maker titan aerospace	t
4334	more than 100 passengers sick on california cruise	m
4335	trace adkins' wife rhonda files for divorce after 17 years of marriage	e
4336	mozilla names beard as interim ceo after leadership upheaval (1)	t
4337	citigroup, bofa said to face us lawsuits as talks stall	b
4338	china's official pmi to rise slightly in may	b
4339	ac/dc retirement rumors swirl around malcolm young's health	e
4340	us stocks-wall st slips to snap six-day rally; biotechs weak	b
4341	orlando gun show canceled after george zimmerman was named as  ...	e
4342	justin bieber sucks on a cigarette to replicate iconic james dean pose	e
4343	kim kardashian emerges fresh-faced from cosmetic laser clinic as wedding nears	e
4344	kim kardashian drops biggest wedding dress hint yet... at balmain showroom  ...	e
4345	comcast-time warner hearing to feature golf network, wi-fi firm	t
4346	us stocks drop on slowing factory data as biotech shares slump	b
4347	south africa's credit rating cut to one level above junk by s&p	b
4348	mortgage applications in the us fell last week as rates rose	b
4349	so just what is the secret behind nicole kidman's very busty new look?	e
4350	australia shares falls on miners, eke out gain for week	b
4351	world cup fever hits space as six astronauts show off their football skills  ...	t
4352	us stocks-wall st falls in broad selloff; twitter tumbles	b
4353	update 1-intuit profit jumps on turbotax demand; sees weak fourth-quarter	b
4354	imf cuts russian gdp growth forecast to 1.3% on ukrainian crisis	b
4355	japan eases restrictions on military exports in abe defense push	b
4356	us stocks-futures tick up ahead of jobs, growth data	b
4357	column-are asia's crude oil buyers too relaxed over iraq?: clyde russell	b
4358	update 5-us allows condensate oil exports, after light refining	b
4359	asiana flight 214 crashed due to pilot mismanagement, confusion: officials	b
4360	update 1-facebook to use satellites, drones to spread the internet	t
4361	japan makes two more oil payments to iran-sources	b
4362	selena gomez tries to avoid being spotted with justin bieber as they arrive at  ...	e
4363	yacht row: where the rich spend the cannes festival	e
4364	nj unemployment rate rises 0.1 point, first increase since '12	b
4365	the 'game of thrones'/'how to catch a predator' crossover that needs to  ...	e
4366	blake lively continues her love affair with the sixties in cleavage-baring mod  ...	e
4367	nintendo sees profits ahead. don't believe it	t
4368	josh hartnett shows off his rugged good looks in a sleek black suit at the  ...	e
4369	update 2-france's bnp to pay $9 bln in us sanctions case, face dollar  ...	b
4370	fgic, bofa settle litigation over mortgage-backed securities	b
4371	what i learned from miley cyrus	e
4372	global markets-yen gains, stocks brace for losses on wall st gloom	b
4373	blackberry beats estimates as cost cuts fuel turnaround	b
4374	where your favorite fast-food chains began	b
4375	hyundai unveils luxury car as competition from bmw rises	t
4376	dallas (ap) — virgin america says it's landed at dallas love field airport.	b
4377	wrapup 3-argentina vows to service debt despite new legal blow	b
4378	astrazeneca pipeline is lottery ticket in pfizer's pursuit (3)	b
4379	the five lessons of good friday	e
4380	jersey boys trailer shows clint eastwood's vision of the broadway musical	e
4381	update 10-oil steadies after big drop on easing supply fears	b
4382	you can now study miley cyrus at this pricey college	e
4383	pandora falls as advertising spending dents profit forecast (1)	b
4384	beyonce, jay z unveil wedding video during on the run tour	e
4385	diary - emerging markets economic events to april 24	b
4386	update 2-ukraine faces hard road to economic recovery with moscow pushing  ...	b
4387	corrected-as buffett praises his bnsf railroad, customers rail against delays	b
4388	treasury long-term debt is top performer before yellen speaks	b
4389	us stocks snapshot-wall st ends higher; healthcare sector helps	b
4390	ebola outbreak leaves hotels empty as west africa borders closed	m
4391	illinois man never infected by middle east virus, us says	m
4392	facebook's emotional manipulation study: when ethical worlds collide	t
4393	canada fx debt-c$ firms modestly but stays in range; cpi in focus	b
4394	us stocks-wall st slips as banks, techs drag; s&p flat for 2014	b
4395	forex-dollar recoups steep losses vs yen; focus on fed minutes	b
4396	you won't be getting your hands on powdered alcohol anytime soon	e
4397	mickey rooney's wife 'had not seen him for almost a year before he died' and  ...	e
4398	corrected-update 1-could take 5-8 years to shrink fed portfolio -yellen	b
4399	putin's privatized propaganda machine in overdrive on crimea (1)	b
4400	david fincher probably won't direct the steve jobs movie	e
4401	amazing spider-man 2 swings to the top of the box office	e
4402	gilead asked to explain $84000 price of hepatitis c drug (2)	b
4403	one direction fans rip up and burn concert tickets and demand an apology after  ...	e
4404	alyson hannigan arrives at how i met your mother director's house with 16  ...	e
4405	rumors that beyonce and jay z will tour together give us hope for summer	e
4406	gold holds below $1300 as us economy weighed against ukraine	b
4407	forex-euro wallows near lows, ecb draghi speech awaited	b
4408	portuguese bonds advance with ireland's amid ecb stimulus bets	b
4409	us stocks snapshot-biotech pummeled again, extending wall st slide	b
4410	'godzilla' towers over box office to give legendary no. 1 movie	e
4411	7 times prince george looked just as dapper as his daddy	e
4412	what google glass can't see	t
4413	you never have to unfollow someone on twitter again	t
4414	apple, google can pursue smartphone patent cases, court says (2)	t
4415	vodafone agrees 7.2 bln euro deal to buy ono	b
4416	they still talk! robert pattinson admits he's in contact with ex-girlfriend kristen  ...	e
4417	new outbreak of deadly flesh-eating ebola virus has already killed at least 59  ...	m
4418	justin bieber argues with lawyer and pretends to fall asleep in deposition	e
4419	23 real struggles of going to a music festival	e
4420	china's yuan dips in widened band, but scope for big swings seen limited	b
4421	update 4-pilgrim's bid for hillshire puts pinnacle deal in peril	b
4422	edwards valve outperforms medtronic's in first comparison study	m
4423	the worst things written about 'transformers: age of extinction'	e
4424	us stocks-wall st to open flat ahead of new home sales data	b
4425	airlines to save millions in efficient houston airspace	b
4426	mark ballas has arm in a sling ahead of dancing with the stars finale	e
4427	justin bieber 'will plead guilty to reckless driving' in dui case but prosecutors will  ...	e
4428	bofa ex-cfo agrees to settle ny lawsuit over merrill	b
4429	global markets-european shares rebound; euro, pound steady	b
4430	the right to rewrite your personal history	t
4431	flights without a twist: high prices squeeze limes off airlines' on-board drinks  ...	b
4432	dollar general ceo rick dreiling plans to retire	b
4433	us stocks-wall st dips after data; citi leads financials lower	b
4434	yahoo forecasts sales that meet estimates as alibaba gains (3)	b
4435	harrison ford will 'take up to eight weeks off from filming star wars: episode vii  ...	e
4436	is aaron paul messing with your xbox? advert starring the breaking bad actor is  ...	t
4437	brief-shire says abbvie inc proposal undervalues company	b
4438	jenna dewan's colorful minidress has us thinking of summer	e
4439	forex-kiwi flies on hawkish rbnz, euro eyes ecb speech	b
4440	shakespeare's 450th birthday: travel advice according to the bard's best plays	e
4441	pancreatic cancer may become no. 2 cause of cancer deaths	m
4442	fed will raise rates faster than investors bet, survey shows	b
4443	europe banks in us scrutiny as bnp pays $8.97 billion	b
4444	wrapup 2-bullish consumers, rising home prices brighten us growth picture	b
4445	samsung galaxy s5 upstaged by south korean mobile companies	t
4446	miley cyrus shares bizarre painted face selfies... as godmother dolly parton  ...	e
4447	some good news for the e-cig industry: vaping can help smokers quit	m
4448	"boe won't be ""trigger-happy"" about curbing housing market risks-carney"	b
4449	paparazzo seeks to boost damages in justin bieber lawsuit	e
4450	air pollution in paris gets so bad car driving is banned on alternate days	t
4451	us stocks snapshot-wall st ends higher; s&p, nasdaq off for the week	b
4452	back to the eighties! demi lovato is a blast from the past in denim jacket and  ...	e
4453	chiara de blasio joins her parents at new york's gay pride parade as the day is  ...	e
4454	sprint to pay $7.5 mln in record us settlement for unwanted calls	t
4455	symantec fires ceo bennett as pc slump curbs antivirus sales (2)	b
4456	'chef' director: the creative driving force behind the food culture is latino  ...	e
4457	us stocks-wall st edges up on intel but posts weekly loss	b
4458	10 happy ways to celebrate the international day of happiness	e
4459	update 2-gm urges drivers stick to sparse key ring even after recall repair	b
4460	wrapup 3-us consumers lift spending, but sentiment slips	b
4461	drug company to give sick boy potentially life-saving meds after facing  ...	m
4462	singapore shares hit near 1-year peak; singpost surges to record high	b
4463	ahead of the bell: us existing home sales	b
4464	us stocks-futures slightly higher, investors await gdp data	b
4465	kim kardashian confirms wedding will not be televised	e
4466	us stocks-dow, s&p gain on yellen; nasdaq ends down for 2nd day	b
4467	more than one in ten of all the world's overweight people live in the u.s., claims  ...	m
4468	climate report warns of death, flooding, and economic loss	t
4469	update 2-bmw to invest $1 bln to expand us production by 50 pct	b
4470	dollar gauge falls to lowest in 5 months after fed; lira drops	b
4471	forex-euro on defensive after dovish ecb talk, kiwi flies	b
4472	elephants can gauge threat from human voices, study finds	t
4473	costco april same-store sales beat estimates	b
4474	fitch affirms nordea at 'aa-'; outlook stable	b
4475	update 1-marlboro maker philip morris cuts 2014 earnings forecast	b
4476	morgan stanley reduces risky fixed-income assets by 5 pct	b
4477	kim kardashian carries adorable baby north	e
4478	britain's ftse boosted by barclays, hopes for ecb action in june	b
4479	daily meditation: maundy thursday	e
4480	ukraine bonds rally 10th day as imf talks soothe default concern	b
4481	'fargo' review: a frosty treat from the frozen north	e
4482	home depot's first-quarter sales rise 2.9 pct	b
4483	sperm donations from men in their 40s are more likely to result in pregnancy  ...	m
4484	global markets-upbeat china pmi boosts asia equities, aussie; oil up on iraq	b
4485	deals of the day- mergers and acquisitions	b
4486	us stocks-wall st gains on earnings; s&p up for 6th straight day	b
4487	us stocks-wall street falls on broad weakness, pfizer drags	b
4488	big push into gaming brings out amazon's gentler side	e
4489	'rock and roll viking' caleb johnson crowned 13th american idol	e
4490	us stocks snapshot-wall st climbs after china data; yahoo jumps	b
4491	the cream rises.	e
4492	yellen adds disadvantaged to full-employment definition	b
4493	1 in 10 us beaches are so polluted they're not safe for swimming	b
4494	angelina jolie says privileged moms 'shouldn't complain'	e
4495	"abba fetes 40 year since ""waterloo"" - near waterloo"	e
4496	forex-dollar wallows near lows, aussie rises on rba, china data	b
4497	update 1-durata's anti-infective drug shows efficacy, safety -fda panel	m
4498	big blue veteran leads apple-samsung patent jury	t
4499	lululemon ceo sets sights on accelerating growth; shares surge	b
4500	update 3-zebra tech to buy motorola solutions' enterprise business	b
4501	softbank seeks more discussion on us competition	t
4502	new faces behind fed dots seen roiling markets as forecasts move	b
4503	speaking two languages may slow brain aging	m
4504	gm employees under probe for defective ignition switch - sources	t
4505	dementia's tragic toll: 50000 quit jobs to care for sufferers as cost to business in  ...	m
4506	yellen says higher capital rules may be needed for big banks	b
4507	could stem cells help people paralysed by ms? scientists reveal they are  ...	m
4508	update 1-spanish yields hit new lows as economy accelerates	b
4509	update 3-prospects dim for us senate housing bill as panel postpones vote	b
4510	chillicothe, ohio duped by mother who raised thousands pretending to have  ...	m
4511	rpt-samsung elec replaces mobile design head	t
4512	grains-soybeans extend two-day losses to 2 pct ahead of usda report	b
4513	new dance style? miley cyrus shows off wild moves	e
4514	greek central bank chief says wants second term	b
4515	no more drama! maksim chmerkovskiy vows to keep his firey temper in check  ...	e
4516	refile-gm recalls 511528 chevy camaros because key bump can cause  ...	t
4517	first 'exomoon' around alien planet may have been found	t
4518	toyota answers hyundai design challenge with refreshed camry (2)	b
4519	malaysian crew member's husband asks court's aid for suit (1)	b
4520	got finishes on a ratings high	e
4521	pound strengthens to four-year high after yellen; gilts decline	b
4522	china april new bank lending 774.7 bln yuan	b
4523	pfizer ceo read to make astrazeneca takeover case to parliament	b
4524	dutch girl tweets 'joke' bomb threat to american airlines	e
4525	japan to seek to revive its antarctic whaling program after ban	t
4526	edgar wright leaves marvel's 'ant-man' [update]	e
4527	lithium-battery testing still not good enough, ntsb says	b
4528	us stocks-nasdaq marks worst day since nov. 2011 as biotechs sink	b
4529	what to expect from google i/o this week: thinking beyond hardware to  ...	t
4530	drew barrymore welcomes baby girl frankie with husband will kopelman	e
4531	twitter shares plunge as insider lockup expires	b
4532	nhtsa had enough evidence to act on gm, watchdog group says (1)	t
4533	the happiest metro area in america is...	m
4534	students struggle when loan co-signers die, go bankrupt: watchdog	b
4535	us stocks gain; europe equities rise, euro drops on ecb bets	b
4536	'cosmic inflation' discovery lends key support for theory of expanding early  ...	t
4537	gold reaches three-week high as iraq unrest boosts demand	b
4538	putin says he'll have his salary sent to sanctioned bank rossiya	b
4539	three hours of tv a day 'doubles early death risk' as scientists say sedentary  ...	m
4540	the cheapest dress at the cfdas? target exec wins style points for wearing $90  ...	e
4541	china april fiscal revenues up 9.2 percent year-on-year	b
4542	missing plane searchers checking latest objects for link to malaysia jet	b
4543	toyota forecasts profit drop on japan slump, waning yen edge (1)	b
4544	healthcare.gov users told to change passwords after heartbleed review	t
4545	us stocks-futures edge higher on hopes for china stimulus	b
4546	update 1-eu urges russia to weigh improved offer for ukraine gas	b
4547	miley cyrus forced to cancel another tour date as it's revealed allergic reaction  ...	e
4548	twitter appoints ipo banker noto as cfo, replacing gupta	b
4549	sanofi joins medtronic to develop new diabetes devices	m
4550	andi dorfman resigns as criminal prosecutor after taking a leave of absence to  ...	e
4551	deaths fell under massachusetts health overhaul, researchers say	m
4552	comcast to charge insane amount for a single season of 'house of cards'	e
4553	aereo to justices: kill us, and you'll kill the cloud	e
4554	evans sees fed raising interest rates in second half of 2015 (1)	b
4555	leaked iphone 6 photos appear to show new design in all its thin, rounded  ...	t
4556	how your heart health in young adulthood affects your middle-aged brain	m
4557	this ipad app tries to take student eyes away from screens	t
4558	congress is debating the future of the internet	t
4559	don't undervalue importance of co-benefits	t
4560	japanese girl band singers suffer horrific hand and head injuries after crazed fan  ...	e
4561	canceled and renewed tv shows for the 2014-'15 season	e
4562	update 1-google's youtube to buy streaming-video site twitch for $1 bln  ...	t
4563	gold falls most in three weeks on outlook for fed stimulus taper	b
4564	wikipedia use could give insights to the flu season	m
4565	kate winslet shows off her post-baby figure in tight jeans ahead of hollywood  ...	e
4566	global markets-asian shares slump, yen gains as investors await boj	b
4567	rearview cameras will now be required in new vehicles	t
4568	us said to win wto dispute with china over autos, parts	b
4569	arnold schwarzenegger attempts to show off his hip-hop moves with joe  ...	e
4570	nasdaq closes below 4000 as tech stocks drop again	b
4571	india is on climate change death row, un panel says: delhi faces flooding risk  ...	t
4572	school reverses decision to suspend girl who shaved her head for friend  ...	m
4573	global markets-asian shares struggle, dollar slips as ukraine tensions rise	b
4574	the us government is investigating why your netflix is so slow	t
4575	8 ways gwyneth paltrow's divorce will be superior to yours	e
4576	glass warfare: how google's headgear problems went from bad to worse	t
4577	that won't help the rumours bruce! jenner gets his hair highlighted and cut into  ...	e
4578	grains-soybeans up for 2nd day on tight old-crop supply, wheat firms	b
4579	update 3-pilgrim's bid for hillshire puts pinnacle deal in peril	b
4580	int'l space station gets easter delivery of food, supplies	t
4581	not another girl! hilarious moment a six-year-old boy learns he's getting a  ...	e
4582	ukraine faces gas cut threat as talks with russia fail	b
4583	american apparel investor not planning to support charney	b
4584	auto task force member: didn't know about gm's faulty ignition switch	t
4585	president barack obama releases proclamation declaring june lgbt pride  ...	t
4586	twitter's users are in asia, but its revenue is in the us	b
4587	nick carter marries lauren kitt but younger brother aaron doesn't make it	e
4588	this consensual sex anthem should definitely be on every club's playlist	e
4589	syphilis cases among gay, bisexual men on the rise in the u.s.	m
4590	snake preacher's son handler bitten by six-foot rattlesnake just months after  ...	e
4591	the voice's blake shelton shares adam levine's real phone number on twitter	e
4592	update 2-vmware revenue beats estimates, but shares dip on sales delays	b
4593	paul walker tribute video presented at mtv movie awards	e
4594	rest in peace: casey kasem's kids hand over his body to the radio legend's  ...	e
4595	market eye-indian bond yields hit 1-month high as oil prices rise	b
4596	update 5-carney signals earlier british rate rise, sterling soars	b
4597	why you can still catch the mumps, even if you've been vaccinated	m
4598	update 3-sandisk to buy fusion-io to boost flash storage business	b
4599	auto regulator has 51 people tracking 250 million cars	t
4600	forex-euro steadies after slumping on dovish draghi comments	b
4601	kit harrington says he's fine with getting naked on game of thrones	e
4602	smartphone industry promises 'kill switch' to reduce thefts	t
4603	the cost of cancer drugs has increased 100 per cent over the last ten years	m
4604	deutsche bank said to sell about $4 billion of capital notes (1)	b
4605	us stocks fluctuate as ge offsets google, ibm miss	b
4606	update 3-gm to seek court protection against ignition lawsuits	b
4607	nirvana, kiss and the e street band among newest rock and roll hall of  ...	e
4608	new 'indiana jones' rumor has bradley cooper possibly replacing harrison ford	e
4609	google to netflix pay-for-access deals said to be review by fcc	t
4610	update 5-yahoo's growth anemic as turnaround chugs along	b
4611	zebra pays $3.45 billion for motorola's mobile-business unit (1)	b
4612	alexander wang announces collaboration with h&m, our hearts skip a beat	e
4613	update 2-blackberry posts smaller-than-expected loss; shares rise	b
4614	you can buy google glass today! a few things to consider.	t
4615	fcc draws fire in pitching internet fast-lanes for companies (1)	t
4616	xscape: would michael jackson approve?	e
4617	soon amazon could use 3d phone to get you to buy stuff: report	t
4618	maersk's shipping profit doubles on europe-asia demand	b
4619	beyonce and blake lively unite at chime for change event	e
4620	lucasfilm announces cast of 'star wars' film set for 2015 (1)	e
4621	aaa mich.: gas prices rise 1 cent over past week	t
4622	'this is going to be fun!' isaac hanson and wife nikki celebrate the birth of  ...	e
4623	gwyneth paltrow is taking a bit of break from acting to focus on her kids.	e
4624	selena gomez displays her long pins in flowing mini dress to meet up with justin  ...	e
4625	scientists may have recorded the moment mh370 crashed into the ocean	b
4626	a song for the fcc: don't blow up net neutrality	t
4627	actress gwyneth paltrow and coldplay's chris martin separate	e
4628	everything you need to know about the end of net neutrality	t
4629	"los angeles (ap) — nbc says gwen stefani will be a coach on ""the voice  ..."	e
4630	beyonce and jay-z grab brunch in venice after coachella performances	e
4631	microsoft is about to leave one-third of all computers vulnerable to hacking	t
4632	india is polio-free after 3 years with no new case	m
4633	well... she is a pretty woman! richard gere is 'quietly dating top chef host  ...	e
4634	atk to merge with orbital after divesting sports gun unit	b
4635	us broadcast television ratings for the week ended may 18	e
4636	ny attorney general issues subpoenas to high-speed trading firms	b
4637	malaysian airlines mh370 passengers' families were told news of debris found	b
4638	vlasic left on shelf amid hillshire bidding war: real m&a	b
4639	european bonds drop as ukraine optimism damps demand for safety	b
4640	ecb says search for yield may harm financial stability in europe	b
4641	forex-yen, swiss franc rise on iraq concerns, pound at 5-yr high vs dollar	b
4642	kim kardashian displays slender figure as she and kanye west leave la	e
4643	europe car sales rise for ninth month on consumer gains	b
4644	precious-gold holds near 4-month low as ecb decision awaited	b
4645	lyrid meteor shower 2014 to peak on earth day (livestream video)	t
4646	slovak central bank slashes inflation outlook	b
4647	jimmy, the 3d printed home robot that can walk, talk and tweet: intel reveal  ...	t
4648	dramatic drop in colon cancer rates thanks to more screenings, research  ...	m
4649	white house downplays role of natural gas policy in ukraine crisis	b
4650	yahoo reports modest revenue growth in q1	b
4651	squeeze on help to buy mortgages	b
4652	lindsay lohan admits she's been 'very close' to relapsing on own show	e
4653	australia: missing malaysia plane search area shifted due to new 'credible  ...	b
4654	'game of thrones' season 4 episode 3 recap: 'breaker of chains'	e
4655	millions of android smartphones and tablets are vulnerable to heartbleed  ...	t
4656	update 1-us congress hearings to put harsh spotlight on gm	t
4657	teen accused of peeing in reservoir 'didn't piss in the fu--ing water'	b
4658	burwell has track record winning senate confirmation	m
4659	gpif shakes up investment committee with three abe panel members	b
4660	happiness now: what do the un, pharrell and ellen have in common?	e
4661	update 3-us govt to sell most of ally financial stake in ipo	b
4662	netflix calls out at&t for lackluster streaming performance	t
4663	schwarzenegger, stallone, and gibson lead charge of action heroes from  ...	e
4664	rpt-fitch: no immediate effect on bnp paribas's ratings from settlement	b
4665	supreme court, diageo, justin bieber: intellectual property (1)	b
4666	update 1-unilever sales top estimates; may sell ragu, slimfast	b
4667	bis damps $2 trillion emerging market company debt spree	b
4668	lindsay lohan's words for the person who leaked her 'sex list'	e
4669	why selena gomez unfollowed everyone on instagram	e
4670	siemens to meet hollande before deciding on possible alstom bid	b
4671	michael jace charged with murder 3 days after his wife was found shot-dead	e
4672	update 1-us, stung by bee decline, sets plan to save pollinators	t
4673	update 1-ny state joins nyc in suing fedex over untaxed cigarettes	b
4674	chrysler's smaller ram cargo van to take on nissan, ford	t
4675	marriage hasn't tamed her! kim kardashian exposes ample bosom in completely  ...	e
4676	star jones steps out for lunch with gal pals... as her friend sherri shepherd is  ...	e
4677	msnbc celebrates cinco de mayo in worst possible way	e
4678	'godzilla' decimates box office with $93 million weekend debut	e
4679	nikkei futures rise as s&p 500 climbs on earnings, ukraine deal	b
4680	kanye west and kim kardashian deny they 'refused charity donation to settle  ...	e
4681	11 reasons going to coachella makes you kick ass at life	e
4682	rare twins pictured holding hands after birth in ohio (video)	m
4683	channing tatum brands himself 'high-functioning alcoholic' in gq	e
4684	belle knox, duke porn star, talks 'the view': i have a friend in whoopi goldberg	e
4685	johnny depp shows off engagement ring as he celebrates forthcoming nuptials	e
4686	twitter reports $250 mln 1st quarter revenue, 255 mln users	b
4687	taylor swift crashes super fan's bridal shower, making it the best bridal  ...	e
4688	twitter forced to shut down tweetdeck app amid major security alert	t
4689	from the 'little dodo' to the flightless parrot: world's 100 most unique and  ...	t
4690	us drug regulator approves headband device to prevent migraines	m
4691	"bulgaria's fibank share drop a ""normal response"": spokesman"	b
4692	lena dunham and taylor swift attend afterparty to celebrate snl success	e
4693	update 2-detroit pension deal approved by one retirement system	b
4694	ousted new york times editor to grads: show what you are made of	e
4695	update 1-maryland, delaware governors concerned about pfizer-astra deal	b
4696	the screwball indie murder mystery you always wanted	e
4697	obese breast cancer patients have higher death risk, study says	m
4698	'moms night out' feels like a dated tv sitcom	e
4699	update 1-capital one profit beats estimates due to lower provision	b
4700	ecb's draghi: banks should take prompt action ahead of health check	b
4701	coutts adds gold as demand in china climbs with ukraine risk	b
4702	stephen colbert explains thetweet that launched #cancelcolbert	e
4703	east antarctica more at risk than thought to long-term thaw: study	t
4704	if this is leonardo dicaprio dancing at coachella, then it's the greatest thing  ...	e
4705	update 1-medtronic valve for heart defects works well a year later-study	m
4706	update 2-us wins car import duties trade case against china	b
4707	corrected-us stocks-wall street dips as retailer earnings disappoint	b
4708	us stocks-wall st up on chinese and us data, yellen comments	b
4709	draghi grapples with money markets signaling recovery too early	b
4710	update 2-fireeye forecasts bigger loss as r&d spending rises	b
4711	euro bears detect vindication as futures show shift: currencies	b
4712	bnp paribas said to plan guilty plea monday in us probe	b
4713	problems conceiving? high cholesterol could be to blame for poor fertility	m
4714	india morning call-global markets	b
4715	euro-area economic confidence increases more than expected (1)	b
4716	disney chief reveals 'star wars:episode vii' has begun shooting, cast nearly  ...	e
4717	actor gary oldman not defending remarks by gibson, baldwin: manager	e
4718	fed's bullard says 'harder and harder' to justify low real rates	b
4719	this is what it looks like when miley cyrus rolls a joint	e
4720	james cameron: the scripts for all three 'avatar' sequels are almost done  ...	e
4721	oil spills into lake michigan after bp whiting refinery malfuction-report	b
4722	new york (ap) — malcolm young of ac/dc is taking a break from the band to  ...	e
4723	bouygues board meets to approve improved sfr bid-sources	b
4724	cause of gwar frontman's death revealed: shock rocker dave brockie aka  ...	e
4725	us stocks-tech, financials lead market lower; s&p negative for year	b
4726	first-borns and rebirth: my own and all of us, facing passover	e
4727	apple users have their devices hacked and are forced to pay a ransom	t
4728	what kay burley tells kate middleton after bare bottom picture was printed	e
4729	yeah baby yeah! lana del rey wears psychedelic dress and puffs on a cigarette  ...	e
4730	new york hospital warns patients of possible hiv, hepatitis exposure	m
4731	us senator urges obama admin to fully lift crude oil export ban	b
4732	lupita nyong'o takes fashion risk in green prada ensemble at met gala	e
4733	responding to ann hornaday and the trappings of misguided feminism	e
4734	terry richardson 'offered model emma appleton vogue photo-shoot in  ...	e
4735	draghi policies vindicated by european pmi sending growth signal	b
4736	global markets-m&a talk lifts european shares, euro dips to two-week low	b
4737	update 1-uk retail sales fall in may for first time since january	b
4738	zachary levi and missy peregrym secretly wed in hawaii	e
4739	google says its driverless cars are mastering california's city streets and could  ...	t
4740	gopro's ipo priced at $24 per share: underwriter	b
4741	us fda seeks ideas for nanotech use in livestock feed	m
4742	deutsche bank says cap hike not demanded by regulators	b
4743	fitch affirms principal financial group's idr at 'a'; outlook revised to stable	b
